Section ID & Heading,Recommendation / Requirement,Normative Keyword
14.1.3.1.4 BOM Reference,The bom-ref property is Optional.,Optional
14.1.3.1.4 BOM Reference,Every bom-ref must be unique within the BOM.,must
14.1.3.1.4 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
14.1.3.1.5 Country,The country property is Optional.,Optional
14.1.3.1.6 Region,The region property is Optional.,Optional
14.1.3.1.7 Locality,The locality property is Optional.,Optional
14.1.3.1.11 Organization URL(s),The url property is Optional.,Optional
14.1.3.1.11 Organization URL(s),Multiple URLs are allowed.,allowed
14.1.3.1.12 Organizational Contact,The contact property is Optional.,Optional
14.1.3.1.12 Organizational Contact,Multiple contacts are allowed.,allowed
14.1.3.1.12 Organizational Contact,Each item of this array must be an Organizational Contact object.,must
14.1.3.1.13 Organizational Contact,The bom-ref property is Optional.,Optional
14.1.3.1.13 Organizational Contact,Every bom-ref must be unique within the BOM.,must
14.1.3.1.13 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
14.1.3.1.13 Organizational Contact,The name property is Optional.,Optional
14.1.3.1.13 Organizational Contact,The email property is Optional.,Optional
14.1.3.1.13 Organizational Contact,The phone property is Optional.,Optional
14.1.3.1.14 BOM Reference,The bom-ref property is Optional.,Optional
14.1.3.1.14 BOM Reference,Every bom-ref must be unique within the BOM.,must
14.1.3.1.14 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
14.1.3.1.15 Name,The name property is Optional.,Optional
14.1.3.1.16 Email Address,The email property is Optional.,Optional
14.1.3.1.17 Phone,The phone property is Optional.,Optional
14.1.3.2 Organizational Contact,The individual property is Optional.,Optional
14.1.3.2 Organizational Contact,The bom-ref property is Optional.,Optional
14.1.3.2 Organizational Contact,Every bom-ref must be unique within the BOM.,must
14.1.3.2 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
14.1.3.2 Organizational Contact,The name property is Optional.,Optional
14.1.3.2 Organizational Contact,The email property is Optional.,Optional
14.1.3.2 Organizational Contact,The phone property is Optional.,Optional
14.1.3.2.1 BOM Reference,The bom-ref property is Optional.,Optional
14.1.3.2.1 BOM Reference,Every bom-ref must be unique within the BOM.,must
14.1.3.2.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
14.1.3.2.2 Name,The name property is Optional.,Optional
14.1.3.2.3 Email Address,The email property is Optional.,Optional
14.1.3.2.4 Phone,The phone property is Optional.,Optional
14.1.3.3 Component,The component property is Optional.,Optional
14.1.3.4 Service,The service property is Optional.,Optional
14.1.4 Timestamp,The timestamp property is Required.,Required
14.1.5 Text,The text property is Required.,Required
14.1.6 Signature,The signature property is Optional.,Optional
14.1.6 Signature,All items must be unique.,must
15 Formulation,The formulation property is Optional.,Optional
15 Formulation,Each item of this array must be a Formula object.,must
15.1 Formula,The bom-ref property is Optional.,Optional
15.1.2 Components,The components property is Optional.,Optional
15.1.3 Services,The services property is Optional.,Optional
15.1.4 Workflows,The workflows property is Optional.,Optional
15.1.4.1.7 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.7 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.7 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.13 BOM Reference,The bom-ref property is Required.,Required
15.1.4.1.13 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
15.1.4.1.14 Unique Identifier (UID),The uid property is Required.,Required
15.1.4.1.18 Resource reference choice,The ref property is Optional.,Optional
15.1.4.1.18 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.19 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.19 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.19 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.31 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.44 Resource reference choice,The ref property is Optional.,Optional
15.1.4.1.44 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.45 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.45 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.50 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.50 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.50 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.53 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.66 Data Attachment,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.67 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.68 Encoding,The encoding property is Optional.,Optional
15.1.4.1.69 Attachment Text,The content property is Required.,Required
15.1.4.1.69 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.70 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.70 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.70 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.74 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.75 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.75 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.75 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.79 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.80 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.80 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.80 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.83 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.84 Parameters,The parameters property is Optional.,Optional
15.1.4.1.84 Parameters,Each item of this array must be a Parameter object.,must
15.1.4.1.85 Parameter,The name property is Required.,Required
15.1.4.1.85 Parameter,The value property is Optional.,Optional
15.1.4.1.89 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.90 Lightweight name-value pair,The name property is Required.,Required
15.1.4.1.91 Value,The value property is Optional.,Optional
15.1.4.1.92 Value,All items must be unique.,must
15.1.4.1.93 Attachment,The data property is Optional.,Optional
15.1.4.1.94 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.95 Encoding,The encoding property is Optional.,Optional
15.1.4.1.96 Attachment Text,The content property is Required.,Required
15.1.4.1.96 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.97 Properties,The properties property is Optional.,Optional
15.1.4.1.97 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.97 Properties,Formal registration is optional.,optional
15.1.4.1.97 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.103 Resource reference choice,The type property is Optional.,Optional
15.1.4.1.103 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.103 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.103 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.104 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.104 BOM Reference,The externalReference property is Optional.,Optional
15.1.4.1.108 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.109 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.109 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.109 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.113 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.114 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.114 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.114 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.117 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.118 Attachment,The data property is Optional.,Optional
15.1.4.1.119 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.120 Encoding,The encoding property is Optional.,Optional
15.1.4.1.121 Attachment Text,The content property is Required.,Required
15.1.4.1.121 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.122 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.122 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,Must
15.1.4.1.134 Steps,The steps property is Optional.,Optional
15.1.4.1.137 Commands,The commands property is Optional.,Optional
15.1.4.1.137 Commands,Each item of the commands array must be an object (Command object).,must
15.1.4.1.138 Executed,The executed property is Optional.,Optional
15.1.4.1.139 Properties,The properties property is Optional.,Optional
15.1.4.1.139 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.139 Properties,Formal registration is optional.,optional
15.1.4.1.139 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.141 Inputs,The inputs property is Optional.,Optional
15.1.4.1.141 Inputs,Each item of the inputs array must be an object (Input object).,must
15.1.4.1.149 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.149 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.149 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.150 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.150 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.150 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.153 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.155 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.155 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.155 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.158 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.160 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.160 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.160 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.163 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.164 Parameters,The parameters property is Optional.,Optional
15.1.4.1.168 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.172 Value,All items must be unique.,must
15.1.4.1.173 Attachment,The data property is Optional.,Optional
15.1.4.1.173 Attachment,The contentType property is Optional.,Optional
15.1.4.1.173 Attachment,The encoding property is Optional.,Optional
15.1.4.1.176 Attachment Text,The content property is Required.,Required
15.1.4.1.176 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.177 Properties,The properties property is Optional.,Optional
15.1.4.1.177 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.177 Properties,Formal registration is optional.,optional
15.1.4.1.177 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.179 Outputs,The outputs property is Optional.,Optional
15.1.4.1.179 Outputs,Each item of the outputs array must be an object (Output object).,must
15.1.4.1.182 Type,The type property is Optional.,Optional
15.1.4.1.182 Type,The type value Must be one of: artifact.,Must
15.1.4.1.182 Type,The type value Must be one of: attestation.,Must
15.1.4.1.182 Type,The type value Must be one of: log.,Must
15.1.4.1.182 Type,The type value Must be one of: evidence.,Must
15.1.4.1.182 Type,The type value Must be one of: metrics.,Must
15.1.4.1.182 Type,The type value Must be one of: other.,Must
15.1.4.1.183 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.183 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.183 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.184 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.184 BOM Reference,The externalReference property is Optional.,Optional
15.1.4.1.188 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.189 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.189 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.189 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.193 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.194 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.194 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.194 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.197 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.198 Attachment,The data property is Optional.,Optional
15.1.4.1.199 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.200 Encoding,The encoding property is Optional.,Optional
15.1.4.1.201 Attachment Text,The content property is Required.,Required
15.1.4.1.201 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.202 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.202 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,Must
15.1.4.1.214 BOM Reference,The bom-ref property is Required.,Required
15.1.4.1.214 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
15.1.4.1.215 Unique Identifier (UID),The uid property is Required.,Required
15.1.4.1.219 Resource reference choice,The resourceReferences array is Optional.,Optional
15.1.4.1.220 Resource reference choice,The ref property is Optional.,Optional
15.1.4.1.220 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.221 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.221 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.221 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.224 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.224 External Reference,All items must be unique.,must
15.1.4.1.244 Value,All items must be unique.,must
15.1.4.1.245 Runtime topology,The runtimeTopology property is Optional.,Optional
15.1.4.1.245 Runtime topology,Each item of this array must be a Dependency object.,must
15.1.4.1.246 Dependency,The ref property is Required.,Required
15.1.4.1.246 Dependency,The dependsOn property is Optional.,Optional
15.1.4.1.246 Dependency,The provides property is Optional.,Optional
15.1.4.1.249 Provides,Each item of this array must be a string.,must
15.1.4.1.250 Task Dependencies,The taskDependencies property is Optional.,Optional
15.1.4.1.250 Task Dependencies,The ref property is Required.,Required
15.1.4.1.250 Task Dependencies,The dependsOn property is Optional.,Optional
15.1.4.1.250 Task Dependencies,The provides property is Optional.,Optional
15.1.4.1.258 Provides,Each item of this array must be a string.,must
15.1.4.1.267 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.267 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.267 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.272 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.272 Attachment Text,The content property is Required.,Required
15.1.4.1.280 Resource reference choice,The ref property is Optional.,Optional
15.1.4.1.280 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.280 Resource reference choice,Each item of the ref array must be a string.,must
15.1.4.1.286 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.286 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.286 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.289 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.290 Properties,The properties property is Optional.,Optional
15.1.4.1.290 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.290 Properties,Formal registration is optional.,optional
15.1.4.1.290 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.292 Inputs,The inputs property is Optional.,Optional
15.1.4.1.306 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.306 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.306 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.311 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.311 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.311 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.314 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.316 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.316 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.316 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.319 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.323 Parameters,The parameters property is Optional.,Optional
15.1.4.1.327 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.328 Value,All items must be unique.,must
15.1.4.1.329 Attachment,The data property is Optional.,Optional
15.1.4.1.329 Attachment,The contentType property is Optional.,Optional
15.1.4.1.332 Attachment Text,The content property is Required.,Required
15.1.4.1.332 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.333 Properties,The properties property is Optional.,Optional
15.1.4.1.333 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.333 Properties,Formal registration is optional.,optional
15.1.4.1.333 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.334 Outputs,The outputs property is Optional.,Optional
15.1.4.1.338 Type,The type property is Optional.,Optional
15.1.4.1.338 Type,The type value Must be one of: artifact.,Must
15.1.4.1.338 Type,The type value Must be one of: attestation.,Must
15.1.4.1.338 Type,The type value Must be one of: log.,Must
15.1.4.1.338 Type,The type value Must be one of: evidence.,Must
15.1.4.1.338 Type,The type value Must be one of: metrics.,Must
15.1.4.1.338 Type,The type value Must be one of: other.,Must
15.1.4.1.339 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.339 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.339 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.340 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.340 BOM Reference,The externalReference property is Optional.,Optional
15.1.4.1.344 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.345 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.345 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.345 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.349 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.350 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.350 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.350 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.353 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.354 Attachment,The data property is Optional.,Optional
15.1.4.1.355 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.356 Encoding,The encoding property is Optional.,Optional
15.1.4.1.357 Attachment Text,The content property is Required.,Required
15.1.4.1.357 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.358 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.358 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,Must
15.1.4.1.370 Steps,The steps property is Optional.,Optional
15.1.4.1.373 Commands,The commands property is Optional.,Optional
15.1.4.1.373 Commands,Each item of the commands array must be an object (Command object).,must
15.1.4.1.374 Executed,The executed property is Optional.,Optional
15.1.4.1.375 Properties,The properties property is Optional.,Optional
15.1.4.1.375 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.375 Properties,Formal registration is optional.,optional
15.1.4.1.375 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.377 Inputs,The inputs property is Optional.,Optional
15.1.4.1.377 Inputs,Each item of the inputs array must be an object (Input object).,must
15.1.4.1.383 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.383 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.383 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.386 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.386 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.386 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.391 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.391 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.391 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.394 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.396 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.396 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.396 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.399 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.401 Parameters,The parameters property is Optional.,Optional
15.1.4.1.405 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.408 Value,All items must be unique.,must
15.1.4.1.409 Attachment,The data property is Optional.,Optional
15.1.4.1.409 Attachment,The contentType property is Optional.,Optional
15.1.4.1.412 Attachment Text,The content property is Required.,Required
15.1.4.1.412 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.413 Properties,The properties property is Optional.,Optional
15.1.4.1.413 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.4.1.413 Properties,Formal registration is optional.,optional
15.1.4.1.413 Properties,Each item of this array must be a Lightweight name-value pair object.,must
15.1.4.1.415 Outputs,The outputs property is Optional.,Optional
15.1.4.1.415 Outputs,Each item of the outputs array must be an object (Output object).,must
15.1.4.1.418 Type,The type property is Optional.,Optional
15.1.4.1.418 Type,The type value Must be one of: artifact.,Must
15.1.4.1.418 Type,The type value Must be one of: attestation.,Must
15.1.4.1.418 Type,The type value Must be one of: log.,Must
15.1.4.1.418 Type,The type value Must be one of: evidence.,Must
15.1.4.1.418 Type,The type value Must be one of: metrics.,Must
15.1.4.1.418 Type,The type value Must be one of: other.,Must
15.1.4.1.419 Resource reference choice,The source property is Optional.,Optional
15.1.4.1.419 Resource reference choice,The target property is Optional.,Optional
15.1.4.1.419 Resource reference choice,The resource property is Optional.,Optional
15.1.4.1.420 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.420 BOM Reference,The externalReference property is Optional.,Optional
15.1.4.1.424 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.425 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.425 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.425 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.429 Resource reference choice,The externalReference property is Optional.,Optional
15.1.4.1.430 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.430 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.430 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.433 External Reference,The externalReference property is Optional.,Optional
15.1.4.1.434 Attachment,The data property is Optional.,Optional
15.1.4.1.435 Content-Type,The contentType property is Optional.,Optional
15.1.4.1.436 Encoding,The encoding property is Optional.,Optional
15.1.4.1.437 Attachment Text,The content property is Required.,Required
15.1.4.1.437 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,should
15.1.4.1.438 Environment variables,The environmentVars property is Optional.,Optional
15.1.4.1.438 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,Must
15.1.4.1.457 BOM Reference,The ref property is Optional.,Optional
15.1.4.1.457 BOM Reference,The ref must be any of: Ref.,Must
15.1.4.1.457 BOM Reference,The ref must be any of: BOM-Link Element.,Must
15.1.4.1.483 Reference,The ref property is Required.,Required
15.1.4.1.484 Depends On,The dependsOn property is Optional.,Optional
15.1.4.1.485 Provides,The provides property is Optional.,Optional
15.1.5 Properties,The properties property is Optional.,Optional
15.1.5 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,encouraged
15.1.5 Properties,Formal registration is optional.,optional
15.1.5 Properties,Each item of this array must be a Lightweight name-value pair object.,must
16 Declarations,The declarations property is Optional.,Optional
16.1 Assessors,The assessors property is Optional.,Optional
16.1 Assessors,Each item of this array must be an Assessor object.,must
16.1.1 Assessor,The bom-ref property is Optional.,Optional
16.1.1 Assessor,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
16.1.1 Assessor,The thirdParty property is Optional.,Optional
16.1.1 Assessor,The organization property is Optional.,Optional
16.2 Attestations,The attestations property is Optional.,Optional
16.2 Attestations,Each item of this array must be an Attestation object.,must
16.2.1 Attestation,The summary property is Optional.,Optional
16.2.1 Attestation,The assessor property is Optional.,Optional
16.2.1 Attestation,The map property is Optional.,Optional
16.2.1 Attestation,The signature property is Optional.,Optional
16.2.1.3 Map,The map property is Optional.,Optional
16.2.1.3 Map,Each item of this array must be a Map object.,must
16.2.1.3.1 Map,The requirement property is Optional.,Optional
16.2.1.3.1 Map,The claims property is Optional.,Optional
16.2.1.3.1 Map,The counterClaims property is Optional.,Optional
16.2.1.3.1 Map,The conformance property is Optional.,Optional
16.2.1.3.1 Map,The confidence property is Optional.,Optional
16.2.1.3.3 Claims,The claims property is Optional.,Optional
16.2.1.3.3 Claims,Each item of this array must be a string.,must
16.2.1.3.4 Counter Claims,The counterClaims property is Optional.,Optional
16.2.1.3.4 Counter Claims,Each item of this array must be a string.,must
16.2.1.3.5 Conformance,The conformance property is Optional.,Optional
16.2.1.3.5 Conformance,The score property is Optional.,Optional
16.2.1.3.5 Conformance,The rationale property is Optional.,Optional
16.2.1.3.5 Conformance,The mitigationStrategies property is Optional.,Optional
16.2.1.3.8 Mitigation Strategies,The mitigationStrategies property is Optional.,Optional
16.2.1.3.8 Mitigation Strategies,Each item of this array must be a string.,must
16.2.1.3.9 Confidence,The confidence property is Optional.,Optional
16.2.1.4 Signature,The signature property is Optional.,Optional
16.3 Claims,The claims property is Optional.,Optional
16.3 Claims,Each item of this array must be a Claim object.,must
16.3.1 Claim,The bom-ref property is Optional.,Optional
16.3.1 Claim,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
16.3.1 Claim,The target property is Optional.,Optional
16.3.1 Claim,The predicate property is Optional.,Optional
16.3.1 Claim,The mitigationStrategies property is Optional.,Optional
16.3.1 Claim,The reasoning property is Optional.,Optional
16.3.1 Claim,The evidence property is Optional.,Optional
16.3.1 Claim,The counterEvidence property is Optional.,Optional
16.3.1 Claim,The externalReferences property is Optional.,Optional
16.3.1 Claim,The signature property is Optional.,Optional
16.3.1.4 Mitigation Strategies,The mitigationStrategies property is Optional.,Optional
16.3.1.4 Mitigation Strategies,Each mitigation strategy should include an explanation of how any weaknesses in the evidence will be mitigated.,should
16.3.1.4 Mitigation Strategies,Each item of this array must be a string.,must
16.3.1.6 Evidence,The evidence property is Optional.,Optional
16.3.1.6 Evidence,Each item of this array must be a string.,must
16.3.1.7 Counter Evidence,The counterEvidence property is Optional.,Optional
16.3.1.7 Counter Evidence,Each item of this array must be a string.,must
16.3.1.8 External References,The externalReferences property is Optional.,Optional
16.3.1.8 External References,Each item of this array must be an External Reference object.,must
16.3.1.9 Signature,The signature property is Optional.,Optional
16.4 Evidence,The evidence property is Optional.,Optional
16.4 Evidence,Each item of this array must be an Evidence object.,must
16.4.1 Evidence,The bom-ref property is Optional.,Optional
16.4.1 Evidence,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,SHOULD not
16.4.1 Evidence,The propertyName property is Optional.,Optional
16.4.1 Evidence,The description property is Optional.,Optional
16.4.1 Evidence,The data property is Optional.,Optional
16.4.1 Evidence,The created property is Optional.,Optional
16.4.1 Evidence,The expires property is Optional.,Optional
16.4.1 Evidence,The author property is Optional.,Optional
16.4.1 Evidence,The reviewer property is Optional.,Optional
16.4.1 Evidence,The signature property is Optional.,Optional
16.4.1.4 Data,The data property is Optional.,Optional
16.4.1.4 Data,Each item of this array must be a Data object.,must
